,subject,sentence
44383, סימן ,"סימן חיות על סימן החיות חלקו תנאים
"
44385, תבנית ,"תבנית מסחרית או תבנית אתר אינטרנט
"
44387, סכסוך ,"בשלב זה הפך הסכסוך לסכסוך כלכלי
"
44388, חלוקה ,"החלוקה מבוססת על החלוקה של לנדאו
"
44390, רנדי ,"רנדי גרדנר גרדנר נולד בלוס אנג'לס
"
44394, מנכ ל ,"מה מנכ""ל אגד עשה חוץ מלהיות מנכ""ל אגד
"
44395, קטגוריות ,"קטגוריות בסיס צריך להוסיף לקטגוריות
"
44396, עברית  זו  ויקיפדיה ,"רק העברית קובעת כי זו ויקיפדיה העברית
"
44397, היא  היא ,"אם היא לא טובה לערכים היא לא טובה גם לפורטל
"
44399, מבנה  הנו ,"מבנה הפארק הפארק הנו מבנה בן חמש קומות
"
44400, דגל  חוף ,"ראו גם דגל חוף השנהב סמל חוף השנהב
"
44404, הוא  דבר ,"הוא אכן מכוער אבל דבר מכוער אינו דבר רע
"
44405, טבח  טבח ,"הטבח כבר אינו טבח המלחמה אינה מלחמה
"
44406, זה  יקיפדיה ,"זה לא "" ויקיפדיה זרה "" אלא ויקיפדיה הספרדית
"
44407, מה ,"ידיעות פתח תקוה אזור פתח תקוה "" מה בפתח ""
"
44408, יוספוס ,"יוספוס שיחה מרכז האור הועבר למרכז האור
"
44409, שמע ,"שמע ישראל הוספת שלוש פרשיות שמע ישראל
"
44410, פורטל ,"פורטל רומא פורטל פריז פורטל לונדון פורטל ברלין
"
44411, פורטל  פורטל ,"פורטל הספורט פורטל הכדורסל פורטל המשחקים
"
44412, בית ,"בית גן בית גן בית גן מושבה חקלאית לשעבר
"
44414, אני ,"אני ממליץ על פצצת זמן
"
44415, מי ,"מי שרוצה לקצץ עוד מוזמן
"
44416, זה ,"או שעכשיו זה קצת פחות מצחיק
"
44417, ציטוט ,"אולי צריך ציטוט נרחב יותר
"
44419, אני ,"אני לא צוחק זה ברצינות גמורה
"
44420, בתת ,"בתת קבוצה זו מצויה אבן חול
"
44421, חוץ ,"וחוץ מזה גם עכשיו לא חתמת
"
44423, זה ,"זה מצויין רק חסר קצת פירוט
"
44426, מה ,"מה שפחות מצומצם הוא הכסף
"
44427, מייג ור ,"מייג'ור ג'נרל ג'ון בארי מנכ""ל
"
44428, מין  חי ,"מין זה גם חי בחצי האי ערב
"
44430,  צודק ,"3 צודק לא מצאתי מפה כזאת
"
44431, אני ,"אבל אני חושב שלפחות חצי
"
44433, אוף ,"אוף צריך מישהו שמבין בנצרות
"
44434, אות ,"אות אחרת צליל זהה לחלוטין
"
44436, יוצא  אנחנו ,"אז יוצא שאנחנו חולקים עליך
"
44439, סעיף ,"אין סעיף של רצח סדרתי בחוק
"
44440, ערך ,"אין ערך ספציפי או שלא מצאתי
"
44441, נפח ,"אם חסר לך קצת נפח דניאל
"
44442, שם ,"אם כן צריך למחוק אותו גם שם
"
44444, אנחנו ,"אנחנו שכנים רק קצת רחוקים
"
44445, אני  זה ,"אני לא חושב שזה רעיון מוצלח
"
44446, אני ,"אני לא ממש מצליח למצוא אותו
"
44447, אני ,"אני מבצע מיד חסימות אחדות
"
44448, אני ,"אני שוב מציע להתייעץ קודם
"
44450, אתה ,"אתה חושב שצריך למחוק אותם
"
44451, אתה ,"אתה מוזמן להציע נוסח חלופי
"
44452, תקליט ,"בעקבות המופע יצא גם תקליט
"
44454, דוגמא ,"דוגמא ניתן למצוא כאן צ'כלברה
"
44455, אתה ,"האם גם אותם אתה רוצה למחוק
"
44456, האם  צבא ,"האם גם צבא עיראק הם מחבלים
"
44458, הגדרה ,"הגדרה הלכתית חצי כור חומר
"
44459, הוא ,"הוא גם מצא זמן לכתוב ספר "" ג'ו ""
"
44460, הוא ,"הוא מחליט למצוא אותה בכל מחיר
"
44461, הוא ,"הוא ממוקם בצפון מזרח שווייץ
"
44463, מירוץ ,"המירוץ מתחיל בנמל לונג ביץ'
"
44464, שליחים ,"השליחים לא הצליחו למצוא אותו
"
44468, צורך ,"יש צורך ב ת' לציון הנקבה
"
44470, מצב ,"כך שהמצב שנוצר הוא אבסורד
"
44473, קישור ,"מדוע נחוץ הקישור בלי הרווח
"
44475, שחרור ,"מצאו איך מבקשים שחרור חסימה
"
44476, הוא ,"מצד אחד הוא לא מושחת תדירות
"
44477, ערך  הוא ,"ערך זה הוא קצרמר בנושא צה""ל
"
44478, אתה ,"ציינת שאתה לא מומחה לנצרות
"
44481, ריינג רס ,"ריינג'רס הוא רק קיצור כמו "" מכבי ""
"
44482, ו ,"שלום המומחה וחג פסח שמח
"
44483, אני ,"אבל אני לא חש צורך לעשות זאת
"
44484, בעיה ,"אבל יש קצת בעיה לאחרונה של
"
44485, אתה ,"אבל לא חשוב אם אתה רוצה תוסיף
"
44488, אודה ,"אודה לך אם תמחק אותם בעצמך
"
44490, הצעה ,"אולם ההצעה נדחתה ברוב גדול
"
44492, זה ,"אז גם זה לא צריך ממש להדגיש
"
44494, הצלחת ,"איך הצלחת להוסיף שתי תמונות
"
44496, אופציות ,"אין אופציות לבחירה כמו בחסימה
"
44497, טעם ,"אין כל טעם לבצע גם קישור זה
"
44498, מצב ,"אין פה כל חידוש זה ממילא המצב
"
44499, הצעת ,"אך הצעת חוק זו לא אושרה לבסוף
"
44501, זה ,"אם זה לא חוצפה אני לא יודע מה כן
"
44502, זה ,"אם זה לא נכון צריך למחוק את זה
"
44503, זה ,"אם זה צריך להימחק אז בסדר
"
44504, בעיה ,"אם חצי שנה נראה עדיף אין בעיה
"
44506, אני ,"אני לא אחכה עד קץ כל הדורות
"
44507, אני  מצגת ,"אני לא חושב שיש מצגת כזאת
"
44508, אני ,"אני לא חושבת שצריך את כולם
"
44509, אני ,"אני מציע להמתין עד הבחירות
"
44510, אני ,"אני מציע למחוק אותם לגמרי
"
44511, אני ,"אני מציע למחוק את כל הפסקה
"
44513, בעיות ,"אפי ב גם אצלי יש בעיות כאלה
"
44514, זה ,"אצלי זה עובד גם בלי השורה הזו
"
44515, אשמח  תציע ,"אשמח אם תציע גרסה נוספת
"
44516, אתה ,"אתה צריך אותה או שאפשר למחוק
"
44517, עצם  הוא ,"ב זה לא עצם הידיעה שהוא לא חסום
"
44519, ישנו  שער ,"בכל קצה ישנו שער כניסה אחד
"
44520, בלייק ,"בלייק המשיך במצור כל החורף
"
44522, ערך ,"בנוסף הערך מאוד חד צדדי
"
44523, בס ד ,"בס""ד חבל שלא לקחתי בה חלק
"
44525, כולם ,"ברבע לחצות היו שם כבר כולם
"
44526, הצעה ,"גם הצעה זו נדחתה ברוב קולות
"
44527, חגי  דבר ,"גם חגי הסכים שהדבר רצוי
"
44528, גשמי ,"גשמי קיץ אסף כולם אזרחים
"
44529, החלפה ,"האם ההחלפה שבוצעה בו נכונה
"
44531, אם ,"האם לדעתך צריך למחוק אותו
"
44532, הצעה ,"ההצעה של קרני ראויה גם בעיניי
"
44533, הוא ,"הוא גדל במשפחה דלת אמצעים
"
44534, הוא ,"הוא זכה בשלושה ניצחונות חשובים
"
44535, חלק ,"החלק הזה בערך מציג פולמוס
"
44536, זה  ציבור ,"היה זה בונד שהציבור תמיד רצה
"
44537, הם ,"הם התגרשו זמן קצר אחר כך
"
44538, מועד ,"המועד הוא גם פונקציה גם של שנה
"
44539, ספר ,"הספר נקרא קיצור שולחן ערוך
"
44540, עיר ,"העיר נשלטה תחת שלטון צבאי
"
44541, עץ ,"העץ היה בתוך תחומי המחנה
"
44542, פורטל ,"הפורטל הוא צעד חשוב בכיוון זה
"
44544, זה ,"הרי אין זה ציטוט מספרות חז""ל
"
44545, שער ,"השער היה מצופה שיש משובח
"
44546, עוזי ,"ואת שיר הפתיחה ביצע עוזי פוקס
"
44547, הוא ,"והוא גם יישאר לפי הצעת יוני
"
44549, זה ,"זה ידוע גם אם קשה למצוא סימוכין
"
44550, זה ,"זה מאמץ גדול לתקן אחר כך
"
44551, זו  צורת ,"זו צורת כתיב עוד פחות מקובלת
"
44552, זו ,"זו תמונה שמצאתי בחיפוש ב "" גוגל ""
"
44553, חוץ ,"חוץ מזה איזה עוד תחנות יש היו
"
44554, בעיה ,"חוץ מזה אין לי בעיה להיות חונך
"
44555, יצור ,"יצור חמוד ביותר הייתי אומר
"
44558, מונח ,"יש לזה מונח עברי נפוץ בכלל
"
44559, מחוז ,"כאן מחוז היא יחידה קטנה יחסית
"
44560, כוח ,"כוח צביקה בהחלט ברוך בואך
"
44561, מגדל ,"כמו כן מגדל מעט צמחים טורפים
"
44562, טרחת ,"לא בכדי לא טרחת להביא ציטוטים
"
44563, זה ,"לא חושב שזה בכלל מצריך דיון
"
44565, זה ,"לא חשוב זה קצת כבד מדי לוויקי
"
44569, מצב ,"לבסוף החליטו איזה מצב עדיף
"
44572, לחץ ,"לחץ מכונת הקפה נמדד ב בר
"
44573, תחום  הוא ,"לכל אחד יש תחום בו הוא מתמחה
"
44574, הצעת ,"לכן הצעת האיחוד אינה במקום
"
44576, ו ,"למשל מבטאים גאורג ולא ג'ורג'
"
44578, רקולס ,"לצורך זה תפסו גם את הרקולס
"
44579, אני ,"מה אני צריך לרשום ב "" שם הקובץ ""
"
44580, פוסט ,"מה גם שיש פוסט ציונות מימין
"
44581, מה ,"מה שכתבתי היה בצחוק כמובן
"
44584, מישהו ,"מישהו מכיר את הסיפור חוץ ממני
"
44587, רובן ,"מצידי תמחק רובן לא שוות הרבה
"
44589, נווה ,"נווה חיים היא שכונה בצפון העיר
"
44590, נושא ,"נושא זכויות היוצרים פחות חשוב
"
44591, מה ,"נחכה ונראה מה אחרים חושבים
"
44597, עודדי ,"עודדי גם אמר את זה כבר עצור
"
44598, אני ,"עכשיו אני יכול גם לעבוד קצת
"
44601, פייר ,"על התזמורת ניצח פייר מונטה
"
44602, הוא ,"עם זאת הוא לא נמצא בשימוש נרחב
"
44603, עצם ,"עצם המונח "" טנק חי""ר "" הוא אבסורד
"
44604, ערך ,"ערך זה עוסק בתחום חקר החוק
"
44606, פחד ,"פחד מפני הצלחה נשמע בסדר
"
44607, צה ל  ו  זו ,"צה""ל צבא קטן יותר וזו הסיבה
"
44609, צריך ,"צריך למצוא את הכתיב הכי נכון
"
44611, קישורים ,"קישורים חיצוניים כריסטופר ל ס
"
44612, קישורים ,"קישורים חיצוניים מידע על האי
"
44613, ראו  קובץ ,"ראו גם קובץ הרצה קובץ תמונה
"
44614, ראי ,"ראי למשל גמאל עבד אל נאצר
"
44615, ריצ רד ,"ריצ'רד ניקסון נשיא ארצות הברית
"
44616, זה ,"תוך כדי ציון שזה ערך מורחב
"
44617, אתה ,"תחשוב קצת לפני שאתה כותב
"
44619, אביו ,"אביו היה סוחר ולו חמישה בנים
"
44620, אביעד ,"אביעד המקורי צריך חותמת לא
"
44621, אני ,"אבל אולי אני חריג מבחינה זאת
"
44622, אני ,"אבל אני לא מומחה בכל התחומים
"
44623, אני ,"אבל אני פשוט נותן לך עוד צ'אנס
"
44624, זה ,"אבל זה בתחום האחריות שלהם
"
44634, מינרל ,"אופטית המינרל הוא דו צירי שלילי
"
44635, אורכו ,"אורכו צריך להיות פסקה או שתיים
"
44636, האם  שומרי ,"אז האם שומרי המפרץ זו תנועה
"
44637, חשיבות ,"אז הוחלט שאין חשיבות לכביש זה
"
44638, הוא ,"אז לפעמים הוא פותח קצת פה אז מה
"
44641, אחזיר ,"אחזיר לך תשובה מחר על הבוקר
"
44643, ציון ,"אי אפשר לומר עליו "" ציון עובדה ""
"
44644, הצעה ,"אי לכך ההצעה איננה הגיונית
"
44645, אייזק ,"אייזק כתב בלוג שבועיים וחצי
"
44646, אני ,"איך אני מבטל את האופציה הזו
"
44647, איכות ,"איכות התמונות טובה באורח חשוד
"
44649, חובה ,"אין חובה לכתוב דווקא בדף השיחה
"
44651, מי ,"אין לנו רישום מי הוצג כבר ומי לא
"
44652, ערך  מחר ,"אין ערך מורחב היום יהיה מחר
"
44653, צורך ,"אין צורך בתוספת "" ניו סאות' ויילס ""
"
44654, איש ,"איש לא חייב להתייחס לדבריך
"
44655, תשובתו ,"אך עקרונית תשובתו בנושא היא שלא
"
44657, תשובתך ,"אלא אם כן תשובתך היא לך זה מגיע
"
44658, אלו  שדות ,"אלו שדות הייתם רוצים לראות שם
"
44659, אלו ,"אלו שלא רצו נשארו היכן שהיו
"
44660, בעייתית ,"אם אחת בעייתית אז גם השניה
"
44661, אתה ,"אם אתה חשוב שטעיתי תקן חזרה
"
44662, כולם ,"אם כולם רוצים להדגיש זו זכותם
"
44663, אתה ,"אם כך למה אתה מציע למחוק אותה
"
44665, בעיה ,"אם כן אז זו לא צריכה להיות בעיה
"
44667, עמוד ,"אם קיים עמוד חוקים שלח לי קישור
"
44668, זבל ,"אם שוב יגיע זבל נמחק גם אותו
"
44669, שם  ידוע ,"אם שם משפחתו "" חסיד "" אין ידוע
"
44670, אמוץ ,"אמוץ פלג מה עושים עם ערך כזה
"
44671, אנא  ציין  כלל ,"אנא ציין מקור או שלא תוסיף כלל
"
44672, אני ,"אני אישית בעד האופציה השנייה
"
44673, אני ,"אני אעשה מקצה שיפורים בעתיד
"
44674, אני  איש ,"אני בטוח שאיש לא יימצא כאלו
"
44675, אני ,"אני גם לא חושב שאפשר להשוות
"
44676, אני  הצעה ,"אני חושב שהפעם ההצעה תעבור
"
44677, אני ,"אני יכול לספר לך במסנג'ר
"
44678, אני  זה ,"אני לא חושב שזה מידע כזה חשוב
"
44679, אני  עשיתי ,"אני לא חושב שעשיתי החלפה כזו
"
44680, אני ,"אני לא יודע מה זה "" לפרוץ לתודעה ""
"
44681, אני  ממליץ  מזה ,"אני ממליץ שלא נעשה מזה עניין
"
44683, אני ,"אני מציע "" תלמוד בבלי דפוס וילנה ""
"
44684, אני ,"אני מצרף סריקה של גב התמונה
"
44685, אני ,"אני מקווה למצוא זמן לעבור עליו
"
44686, אני  קץ ,"אני מקווה שכאן יבוא קץ לוויכוח
"
44687, אני  אתה ,"אני שמח לראות שאתה שוב חופשי
"
44689, הוא ,"אף הוא הוצא להורג בפקודת אביו
"
44692, צחוק ,"אפשר לעשות מהם עוד יותר צחוק
"
44695, אשר ,"אשר לגבי הנאציזם אתה טועה
"
44698, השארתי ,"את רוב השינויים שבוצעו השארתי
"
44699, הוא ,"את שני שירים הללו הוא גם הלחין
"
44700, אתה  מניע ,"אתה יודע לכל פשע צריך מניע
"
44701, אתה ,"אתה לא תמחק תגובות מדפי שיחה
"
44702, אתה  אני ,"אתה מחקת תגובה ואני שיחזרתי
"
44703, אתה  הפנייה ,"אתה צודק אכן חסרה ההפנייה
"
44704, אתה  רוצה  אני ,"אתה רוצה שאני אערוך אותם קודם
"
44705, בקשת ,"ב גם לא צריך בקשת רשות ממני
"
44707, שכבות ,"באתר נמצאו ארבע שכבות יישוב
"
44709, בחירת ,"בחירת הצבעים נאה באופן כללי
"
44712, קריירה ,"בכל זאת הקריירה שלו היא איש צבא
"
44715, הוא ,"במספר עונות הוא החבר של ג'קי
"
44716, אני ,"במקרה זה אני מבקש לתת צ'אנס
"
44717, שינויים ,"בסופו של דבר כן בוצעו שינויים
"
44718, חכמים ,"בעוד חודשיים נהיה חכמים יותר
"
44720, בתי ,"בעיר נמצאים בתי זיקוק גדולים
"
44721, חוות ,"בעקבות זאת מוקמת חוות תל חי
"
44723, משפט ,"ג המשפט שיצרת פשוט לא תקין
"
44726, צורך ,"גם בערך חרטום כלי שיט אין צורך
"
44727, סיפור ,"גם הסיפור הזה היה המצאה גמורה
"
44728, חסם ,"גם חסם תחתון יתקבל בברכה
"
44729, קיסרי ,"גם קיסרי שושלת ג'ין בנו חומות
"
44731, גרמי ,"גרמי השמיים הם אידאל רוחני
"
44732, גרפיטי ,"גרפיטי הוא לא המצאה כל כך חדשה
"
44734, ו ,"דומני שהתשובה ידועה ובכל זאת
"
44736, הם ,"דרך אגב הם כן חובה מבחינתי
"
44737, אל ,"האל נקרא באופן רצוף "" ה' אלהים ""
"
44738, האם  הצעה ,"האם ההצעה התקבלה באופן סופי
"
44739, סניף ,"האם יש להם סניף בהר הצופים
"
44740, סף ,"האם לא צריך לעשות איזה סף גבול
"
44741, האם ,"האם תוכל לדאוג לעיצוב הערך
"
44742, אמת ,"האמת היא לא משהו שנמצא ב "" אמצע ""
"
44743, בן ,"הבן שלי העלה את ההצעה הזאת
"
44745, גישה ,"הגישה של אייזנברג קצת מוזרה
"
44746, הצבעה ,"ההצבעה על הרב עדיין פתוחה
"
44747, הוא  הם ,"הוא עדיין חושב שהם ממצרים
"
44748, הוא ,"הוא רק קצת הגזים עם כמה פרטים
"
44751, חולים ,"החולים דיווחו על חזרת הכאב
"
44752, היא ,"היא נמצאת ברוב שעות היום בבית
"
44753, זה ,"היה זה משחקו הרשמי האחרון
"
44755, דוד ,"הייתי עונה לך אבל דוד שי צודק
"
44756, כוח ,"הכוח מופיע גם במשחק השלישי
"
44757, מס ,"המס צריך להיות מוטל על כולם
"
44758, מרחק ,"המרחק מכאן ועד צנזורה הוא רב
"
44759, משחק ,"המשחק זכה למנוע גרפי חדש
"
44760, ערך ,"הערך מחזיק יפה גם בלי פרט זה
"
44761, צבעים ,"הצבעים האלה לא נעימים למראה
"
44762, ציטוט ,"הציטוט מ "" שלום עכשיו "" גם לא מובן
"
44763, תבנית ,"התבנית תוקנה כך שלא יוצג כלום
"
44764, תמונה ,"התמונה במדי צ'לסי היא הכי גרועה
"
44765, צורך ,"ואולי אין צורך באף סייג נוסף
"
44766, גוגל ,"ואם כן כיצד גוגל לא מכיר אותו
"
44767, אני  אני ,"ואני חושב שאני יכול למצוא עוד
"
44769, מי ,"ומי יחליט מהו "" השיח התרבותי ""
"
44770, הוא ,"ונראה שהוא גם פתח עוד בובת קש
"
44772, זה ,"זה בטוח צריך להכנס כערך
"
44773, זה ,"זה יכול למשוך גם כותבים חדשים
"
44774, זה ,"זה לא מסתדר לי מבחינת יחידות
"
44775, זה  היא  ו ,"זה לא שהיא קיבלה שלושה וחצי קולות
"
44776, זה ,"זה לצד טעויות היסטוריות חמורות
"
44777, זה ,"זה מאוד פשוט אין כאן שתי אופציות
"
44778, זה ,"זה סביר אחרי פחות משלוש שנים
"
44779, זה ,"זה קצת מביך אבל איך עושים את זה
"
44780, זו  הם ,"זו גם הסיבה שהם מוגנים חלקית
"
44781, זו  זה ,"זו המצאה של הכותב וכך זה נראה
"
44782, זו ,"זו השאלה הפחות חשובה כרגע
"
44783, זו  בעיה ,"זו לא צריכה להיות בעיה כזו גדולה
"
44784, זכות ,"זכות הבחירה ניתנת לכל אזרח
"
44785, חייו ,"חייו צבי גיורא נולד בהונגריה
"
44786, חלקם ,"חלקם אף היו הופכים למומלצים
"
44787, תמונות  הוא ,"חסרות לי תמונות הוא נראה יבש קצת
"
44791, מידע ,"יחד עם זאת חסר בו מידע מהותי
"
44792, חורים ,"יש גם חורים לבנים בין השורות
"
44793, דרישות ,"יש דרישות מינימום גם בתחום הזה
"
44794, סוגים ,"יש הרבה סוגים של פציעות הקלדה
"
44796, תחושה ,"יש כאן תחושה חריפה של קידום נושא
"
44797, אח  אח ,"יש לה אח גדול ואח צעיר ממנה
"
44798, אח ,"יש לה אח הומוסקסואל בשם ג'ימי
"
44799, בעיה ,"יש לי בעיה עם ההצעה של עדיאל
"
44802, המלצה ,"יש שם המלצה של שלוש ויקיפדים
"
44804, כולם ,"כולם מוזמנים למצוא שם טוב יותר
"
44807, אנו ,"ככה אנו רוצים לנהל את העסק
"
44808, אחד  עורך ,"כל אחד משחק אותה שם עורך דין
"
44809, דברים ,"כל הדברים הללו בלתי צפויים
"
44810, ענין ,"כל הענין יקח לך פחות מיום
"
44811, כותב ,"כלל לא חשוב שיהיה לו כותב אחד
"
44812, הוא ,"כמו כן הוא מודפס בארצות הברית
"
44814, קבר ,"כמו כן נמצא בו קבר שייח עבדאללה
"
44815, בני ,"כמו כן נפצעו בני אדם נוספים
"
44816, היא ,"כן היא גם חתמה על הסכמי אוסלו
"
44817, כת ,"כת השטן נמחק ראה דף שיחתו
"
44820, נסיבות ,"לא אחת יש נסיבות חשובות יותר
"
44821, למה ,"לא ברור לי למה נוצרו מלכתחילה
"
44822, סיבה ,"לא הייתה סיבה למחוק אלא להרחיב
"
44823, הוא ,"לא חשוב שהוא הפסיד למשה אנג'ל
"
44825, זהות ,"לא משנה לי כלל זהות מעלה ההצעה
"
44826, הוא ,"לא סתם הוא נחסם לאחרונה לשבוע
"
44829, עיר ,"לאחר מכן העיר חזרה לפולין
"
44831, עונשו ,"לבסוף עונשו קוצר לשנה בלבד
"
44836, שתיהן ,"לדעתי שתיהן צריכות להיות שם
"
44837, אתה  זמן ,"לדרך שאותה אתה מציע יש זמן
"
44838, לוחמי ,"לוחמי חופש הוא וודאי מינוח מוטה
"
44839, ליקוי ,"ליקוי חמה כ""כ קרוב הרבה פחות
"
44844, רוב ,"למעשה יש רוב נגד ההצעה שלך
"
44845, קליפ ,"לשיר הראשון צולם קליפ בברלין
"
44846, הוא ,"לתומי חשבתי שהוא אתר מסחרי
"
44850, זהו  עקרון ,"מבחינתי זהו עקרון פחות ערך
"
44851, ריצ רד ,"מדוע אם כן לא השתמש בה ריצ'רד
"
44854, מה  מעשיו ,"מה היו מעשיו של הברון רוטשילד
"
44855, מה  זה ,"מה זה "" במקצועו הוא רב וראש ישיבה ""
"
44856, מה ,"מה לגבי אספת חברים בקיבוץ
"
44857, מי ,"מי אמר שצריך דווקא את מקסוול
"
44858, מומחה ,"מי בכלל המומחה שלנו לנצרות
"
44859, מי ,"מי יכול להריץ בוט שיעשה את זה
"
44860, מי ,"מי פה בדיוק עושה צחוק מהעבודה
"
44861, מישהו ,"מישהו צריך הדרכה בשימוש נכון ב
"
44862, שמאלני ,"ממתי אורי סביר שמאלני קיצוני
"
44863, מגדל ,"מעל לארמון נישא מגדל תצפית
"
44866, מקסימום ,"מקסימום יהיה כתוב "" צפוי להגיע ""
"
44867, סינגלים ,"מתוך האלבום יצאו שני סינגלים
"
44869, פצועים ,"נגרם נזק לבתים ויש פצועים
"
44870, ארז ,"נוצר על ידי ארז נמרוד כהן
"
44872, אני ,"נראה לי שאני שיחזרתי לך ולא ג'ון
"
44873, ערך ,"נשמח אם הערך יורחב בעתיד
"
44874, סטלין ,"סטלין היה מת על האופציה הזאת
"
44875, סרגל ,"סרגל הכלים החדש גם הוא כזה
"
44878, אני  זה ,"עד כמה שאני יודע זה גם לא חוקי
"
44879, עדיף ,"עדיף לך למצוא איזה מאמר מקצועי
"
44881, עדיף ,"עדיף קצרמר על תבנית "" בעבודה ""
"
44882, עדיף ,"עדיף קצרמר עם בינוויקי על כלום
"
44883, ערך ,"עיין ערך חברי כנסת חרדים
"
44884, ביקורת ,"על תהליך זה נמתחה גם ביקורת
"
44886, צ אנס ,"עם יהודים לא היו לוקחים שום צ'אנס
"
44887, הוא ,"עצוב משום שהוא לא הופעל בעבר
"
44890, ערך ,"ערך זה עוסק בכח צבאי ערבי
"
44891, ערך ,"ערך זה עוסק בעיר במחוז חיפה
"
44892, ו  זה ,"ערך חדש ויפה זה נחמד זה כיף
"
44893, ערך ,"ערך כזה לא רציני בשום קנה מידה
"
44894, ערך ,"ערך פורנו ימחק מחיקה מהירה
"
44895, אני ,"פחות דבר אחד שאני לא מבין בו
"
44896, מבנה ,"פחות חשוב לי המבנה של הערך
"
44898, עד ,"פעם מימיו הגיעו עד לעיר עצמה
"
44899, פקמן ,"פקמן אתה מוזמן למחוק גם אותו
"
44900, צנזורה ,"צנזורה טובה רק במקרים חריגים
"
44903, קבוצת ,"קבוצת הכדורגל של העיר היא ס ס
"
44907, ראה ,"ראה גם הערתי במרד בר כוכבא
"
44908, חוקי ,"ראו גם חוקי התיאטרון הקלאסי
"
44911, מנחם ,"רבנו מנחם המאירי פסחים ב א
"
44912, שטחה ,"רוב שטחה של טג'יקיסטן הוא הררי
"
44913, ציטוטים ,"רווי ציטוטים ארוכים ללא הסבר
"
44914, רוח ,"רוח צוות אין מעדיף לעבוד לבד
"
44918, ערך ,"שים לב כי הערך הורחב לאחרונה
"
44919, שימוש ,"שימוש זה אינו מקובל בהודו עצמה
"
44921, אלבומי ,"שלושה אלבומי מוזיקה יצאו בשם זה
"
44923, שלישית ,"שלישית אנחנו לא "" הכה את המומחה ""
"
44924, שם  מקס ,"שם הערך צריך להיות מקס פיין
"
44927, תולדות  פרק ,"תולדות חייו פרק זה לוקה בחסר
"
44928, תולדות  פרק ,"תולדות חיים פרק זה לוקה בחסר
"
44929, תחום  פרק ,"תחום החינוך פרק זה לוקה בחסר
"
44931, תראה  מכתב ,"תראה איזה מכתב מבולבל יצא לך
"
44932, טקסט ,"תראה גם שהטקסט זהה לחלוטין
"
44934, הם ,""" הם הרגו את הנביאים בלא צדק
"
44935, כולם ,""" לא כולם מוכנים לחכות חודשיים ""
"
44939, זכר ,"3 זכר השואה הוא חשוב ביותר
"
44940, אני  זה ,"אבל אני בכל זאת חושב שזה לא רע
"
44942, הר ,"אבל הר הגעש טרם חדל לפעול
"
44947, הצעת ,"אגב מה קורה עם הצעת התבניות
"
44948, חדרי ,"אהבתי את הביטוי חדרי חרדים
"
44950, מבנה ,"או שגם המבנה אמור להיות חופשי
"
44954, אולי ,"אולי עמוס ברנס בהקשר אחר
"
44955, אתה ,"אולי תוכל אתה למצוא את הפתרון
"
44956, אין  זו ,"אולם אין זו סיבה למחוק את הערך
"
44957, אוסף ,"אוסף הוכחות ויזואלית יפה מאוד
"
44958, אתם  זאת ,"אז אתם חושבים שזאת בדיחה פרטית
"
44960, מישהו ,"אז האם מישהו מעלה בדעתו למחוק
"
44962, אחזיר ,"אחזיר לך תשובה בהקדם על השאר
"
44963, מתוך ,"אחת מתוך שתיים שידוע עליהן
"
44965, איור ,"איור של חלקי העין האנושית
"
44966, ערכים ,"איזה ערכים באיזור צריכים תמונות
"
44967, קטגוריות ,"איזה קטגוריות קיימות יש למחוק
"
44968, אני ,"איך אני יכול לבדוק זכויות יוצרים
"
44970, אין  אפשרות ,"אין אפשרות למחוק שמות משתמשים
"
44972, עדויות ,"אין כמו עדויות אישיות של לוחמים
"
44974, בירה ,"אין פה שום שבירה של כללי המשחק
"
44975, סיבה ,"אין שום סיבה למחוק את הערך הזה
"
44976, הוכחה ,"איפה ההוכחה שלך שמדובר ב "" זר ""
"
44977, ערכים ,"איפה נותרו עוד ערכים חסרי תוכן
"
44978, דבר ,"אך גם ברור שאין הדבר כה פשוט
"
44979, זה  הוא ,"אך זה אמר שהוא לא מעוניין ב "" סליחה ""
"
44982, אלו ,"אלו המאמרים שצריכים להיות כאן
"
44983, הוא ,"אם אכן כך הוא אפשר למחוק אותם
"
44985, לך ,"אם בא לך תבדוק בערכים חדשים
"
44986, מידע ,"אם המידע לא אמין יש למחוק אותו
"
44987, הרב  כינוי ,"אם הרב קאפח נותן לו כינוי מה טוב
"
44988, חגי  תהיה ,"אם חגי מסכים אז שתהיה בורר
"
44990, אפשרות ,"אם יש אפשרות אז גם על הפיקוד
"
44991, בעיה  אני ,"אם יש בעיה עם זה אני אמחק אותה
"
44992, התעניינות  חשיבות ,"אם יש התעניינות יש גם חשיבות
"
44995, מה ,"אם נבחר "" לאחד או למחוק "" מה תעשה
"
44996, בני ,"אמרתי שיש בהם פחות בני נוער
"
44997, אנא ,"אנא הנחה את לוחמי התבניות
"
44998, אנא  קישור ,"אנא תן לי קישור להחלטה במזנון
"
44999, אנו ,"אנו באים לספק מידע ולא חדשות
"
45000, אנחנו ,"אנחנו לא עוסקים פה בדיני נפשות
"
45001, אני  אתה ,"אני אמחק שוב ואתה תשחזר שוב
"
45002, אני ,"אני את הדיון מבחינתי סיימתי
"
45003, אני  הוא ,"אני בספק אם הוא כביש פחות עמוס
"
