,subject,sentence
60767,I ,I can't eat this kind of food.
60768,I ,I can't explain it to you now.
60769,I ,I can't go to class right now.
60770,I ,I can't go with you on Monday.
60771,I ,I can't go with you on Monday.
60772,I ,I can't leave work until five.
60773,I ,I can't lend this book to you.
60774,I ,I can't play tennis very well.
60775,I ,I can't put up with the noise.
60776,I you ,I can't tell if you're joking.
60777,I I ,I can't tell you what I think.
60778,I ,I can't think of anybody else.
60779,I ,I can't tolerate his rudeness.
60780,I ,I can't wait till next Monday.
60781,I ,I cannot read without glasses.
60782,I ,I cannot read without glasses.
60783,I ,I cannot read without glasses.
60784,I ,I caught a big fish yesterday.
60785,I ,I caught three fish yesterday.
60786,I ,I changed the lock on my door.
60787,I ,I changed the lock on my door.
60788,I ,I chose to ignore the problem.
60789,I ,I closed my eyes to calm down.
60790,I ,I completely forgot about Tom.
60791,I ,I completely forgot about her.
60792,I Tom ,I consider Tom to be a friend.
60793,I ,I could be away for some time.
60794,I ,I could hardly understand him.
60795,I it ,I couldn't believe it was you.
60796,I ,I couldn't blame you for that.
60797,I he ,I couldn't catch what he said.
60798,I ,I couldn't get Tom to wake up.
60799,I ,I couldn't get Tom to wake up.
60800,I car ,I couldn't get my car started.
60801,I it ,I couldn't have made it alone.
60802,I ,I couldn't hold back my tears.
60803,I ,I decided not to go to Europe.
60804,I ,I didn't ask Tom to come here.
60805,I ,I didn't ask him for anything.
60806,I ,I didn't ask you to come here.
60807,I ,I didn't believe him at first.
60808,I ,I didn't catch your last name.
60809,I ,I didn't follow my own advice.
60810,I ,I didn't give anything to Tom.
60811,I ,I didn't know Tom was married.
60812,I Tom ,I didn't know Tom was unhappy.
60813,I she ,I didn't know she was married.
60814,I she ,I didn't know she was married.
60815,I ,I didn't know what to do then.
60816,I who ,I didn't know who else to ask.
60817,I who ,I didn't know who else to ask.
60818,I you ,I didn't know you had company.
60819,I you ,I didn't know you were coming.
60820,I you ,I didn't know you worked here.
60821,I ,I didn't look under the couch.
60822,I ,I didn't look under the couch.
60823,I anything ,I didn't make anything to eat.
60824,I ,I didn't mean to frighten you.
60825,I ,I didn't mean to frighten you.
60826,I ,I didn't really expect to win.
60827,I ,I didn't see anything unusual.
60828,I you ,I didn't think you'd remember.
60829,I ,I didn't want to frighten you.
60830,I ,I didn't want to get up early.
60831,I ,I didn't want to say anything.
60832,I ,I didn't want to surprise you.
60833,I ,I do everything for my family.
60834,I ,I do exercises in the morning.
60835,I ,I do my homework after school.
60836,I people ,I do not mind what people say.
60837,I ,I do not quite agree with you.
60838,I ,I do not want any milk at all.
60839,I Tom ,I don't believe what Tom says.
60840,I ,I don't care who Tom talks to.
60841,I ,I don't care who Tom talks to.
60842,I ,I don't drink beer very often.
60843,I ,I don't even have a boyfriend.
60844,I you ,I don't expect you'd remember.
60845,I ,I don't feel like celebrating.
60846,I ,I don't feel like helping you.
60847,I ,I don't feel like singing now.
60848,I ,I don't feel sick or anything.
60849,I ,I don't have a favorite shirt.
60850,I ,I don't have a favorite shirt.
60851,I ,I don't have a younger sister.
60852,I ,I don't have an ear for music.
60853,I ,I don't have any children yet.
60854,I ,I don't have any money at all.
60855,I ,I don't have anything to wear.
60856,I ,I don't have anything to wear.
60857,I ,I don't have enough money yet.
60858,I ,I don't have that information.
60859,I ,I don't have time for reading.
60860,I ,I don't have to clean my room.
60861,I ,I don't know French that well.
60862,I ,I don't know any French songs.
60863,I ,I don't know anyone in Boston.
60864,I ,I don't know how to thank you.
60865,I ,I don't know how to thank you.
60866,I ,I don't know how to use a VCR.
60867,I he ,I don't know if he's a doctor.
60868,I he ,I don't know if he's a doctor.
60869,I she ,I don't know if she will come.
60870,I you ,I don't know if you found one.
60871,I Tom ,I don't know what Tom thought.
60872,I ,I don't know what else to say.
60873,I ,I don't know what to do first.
60874,I ,I don't know what to tell you.
60875,I he ,I don't know when he's coming.
60876,I mother ,I don't know who my mother is.
60877,I we ,I don't know why we came here.
60878,I ,I don't like being controlled.
60879,I ,I don't like cheese very much.
60880,I ,I don't like spoiled children.
60881,I he ,I don't like the way he talks.
60882,I you ,I don't like what you've done.
60883,I ,I don't mind sharing my table.
60884,I ,I don't need a history lesson.
60885,I I ,I don't regret what I've done.
60886,I ,I don't remember inviting you.
60887,I ,I don't say it without reason.
60888,I ,I don't see that as a problem.
60889,I Tom ,I don't think Tom is Canadian.
60890,I he ,I don't think he can help you.
60891,I life ,I don't think my life is easy.
60892,I he ,I don't think that he's right.
60893,I that ,I don't think that's possible.
60894,I you ,I don't think you can beat me.
60895,I ,I don't think your name's Tom.
60896,I ,I don't think your name's Tom.
60897,I ,I don't understand modern art.
60898,I ,I don't want Tom in this room.
60899,I Tom ,I don't want Tom to find Mary.
60900,I Tom ,I don't want Tom to get angry.
60901,I ,I don't want any distractions.
60902,I ,I don't want any more trouble.
60903,I anyone ,I don't want anyone to see it.
60904,I anyone ,I don't want anyone to see it.
60905,I anyone ,I don't want anyone to see us.
60906,I ,I don't want to be your enemy.
60907,I ,I don't want to cause a panic.
60908,I ,I don't want to die like this.
60909,I ,I don't want to do it anymore.
60910,I ,I don't want to do it anymore.
60911,I ,I don't want to eat lunch now.
60912,I ,I don't want to fail my exams.
60913,I ,I don't want to fail my exams.
60914,I ,I don't want to fail my exams.
60915,I ,I don't want to fail my exams.
60916,I ,I don't want to go to bed yet.
60917,I ,"I don't want to hurt you, Tom."
60918,I ,I don't want to interrupt Tom.
60919,I ,"I don't want to kill you, Tom."
60920,I ,I don't want to know his name.
60921,I ,I don't want to listen to you.
60922,I ,I don't want to live this way.
60923,I ,I don't want to live with you.
60924,I ,I don't want to miss my train.
60925,I ,I don't want to move too fast.
60926,I ,I don't want to play checkers.
60927,I ,I don't want to play with Tom.
60928,I ,I don't want to quit this job.
60929,I Tom ,I don't want to see Tom naked.
60930,I ,I don't want to see him again.
60931,I ,I don't want to see you again.
60932,I ,I don't want to see you again.
60933,I ,I don't want to see you again.
60934,I ,I don't want to talk about it.
60935,I ,I don't want to talk with you.
60936,I us ,I don't want us to be enemies.
60937,I you ,I don't want you working here.
60938,I Tom ,I doubt Tom will be surprised.
60939,I ,I dream of becoming a teacher.
60940,I ,I drink milk almost every day.
60941,I ,I drink milk almost every day.
60942,I ,I eat breakfast every morning.
60943,I ,I eat lunch every day at noon.
60944,I ,I eat meat three times a week.
60945,I ,I erased my name off the list.
60946,I he ,I expect that he will help us.
60947,I ,I expected to find you in bed.
60948,I ,I expected to find you in bed.
60949,I ,I explained the matter to him.
60950,I ,I feel a bit feverish tonight.
60951,I ,I feel like taking a bath now.
60952,I ,I feel sad every now and then.
60953,I I ,I feel that I should help you.
60954,I you ,I feel the same way as you do.
60955,I ,I fell down and hurt my wrist.
60956,I ,I finally met the right woman.
60957,I ,I finished the work yesterday.
60958,I ,I finished the work yesterday.
60959,I ,I flew from Boston to Chicago.
60960,I ,I fully agree with all of you.
60961,I ,I fully agree with all of you.
60962,I ,I gave my sister a dictionary.
60963,I ,I gave some water to the dogs.
60964,I ,I gave some water to the dogs.
60965,I I ,I get nauseous whenever I fly.
60966,I ,I get up at six every morning.
60967,I ,I go by that church every day.
60968,I ,I go out sometimes for a beer.
60969,I ,I go shopping every other day.
60970,I ,I go straight home after work.
60971,I ,I go to the movies every week.
60972,I ,I go to the movies every week.
60973,I ,I go to work by car every day.
60974,I ,I got a good grade in English.
60975,I ,I got a letter from my friend.
60976,I ,I got some help from a friend.
60977,I ,I got up at five that morning.
60978,I ,I got up early in the morning.
60979,I you ,I guess you don't remember me.
60980,I you ,I guess you'll need some help.
60981,I ,I had a good dream last night.
60982,I ,I had a tennis match with him.
60983,I ,I had hoped to meet her there.
60984,I ,I had hoped to meet you there.
60985,I ,I had to hide from the police.
60986,I ,I hate being a preacher's son.
60987,I ,I have a bit of time to relax.
60988,I ,I have a date with him at six.
60989,I Tom ,I have a feeling Tom is lying.
60990,I ,I have a fever of 102 degrees.
60991,I ,I have a lot of calls to make.
60992,I ,I have a nap almost every day.
60993,I ,I have a nap almost every day.
60994,I ,I have a pen pal in Australia.
60995,I ,I have a persistent pain here.
60996,I ,I have a serious skin problem.
60997,I ,I have a telephone in my room.
60998,I ,I have an appointment at 2:30.
60999,I ,I have been learning to drive.
61000,I ,I have been reading this book.
61001,I ,I have been to the U.S. twice.
61002,I ,I have lived here a long time.
61003,I ,I have my own bedroom at home.
61004,I ,I have neither time nor money.
61005,I ,I have neither time nor money.
61006,I ,I have never climbed Mt. Fuji.
61007,I ,I have never done this before.
61008,I ,I have no friend to talk with.
61009,I I ,I have no idea how I got here.
61010,I he ,I have no idea how he escaped.
61011,I I ,I have no idea what I'm doing.
61012,I he ,I have no idea where he lives.
61013,I ,I have not heard from her yet.
61014,I ,I have not read all the books.
61015,I ,I have not seen him in months.
61016,I ,I have not seen him in months.
61017,I ,I have not seen him in months.
61018,I ,I have nothing to do with him.
61019,I ,I have once seen a live whale.
61020,I ,I have only five thousand yen.
61021,I ,I have only five thousand yen.
61022,I cash ,I have some cash stashed away.
61023,I ,I have some questions for Tom.
61024,I ,I have some questions for you.
61025,I ,I have to be in court at 2:30.
61026,I ,I have to cook the vegetables.
61027,I it ,I have to go even if it rains.
61028,I ,I have to look after this cat.
61029,I ,I have to look for my friends.
61030,I ,I have to sell them all today.
61031,I ,I have to sell them all today.
61032,I ,I have to stay in bed all day.
61033,I ,I have to study hard each day.
61034,I ,I have to tighten these bolts.
61035,I ,I have to use English all day.
61036,I ,I have worst job in the world.
61037,I ,I have yet to hear that story.
61038,I ,I haven't done anything wrong.
61039,I ,I haven't eaten breakfast yet.
61040,I ,I haven't eaten for many days.
61041,I ,I haven't eaten for many days.
61042,I ,I haven't eaten in three days.
61043,I ,I haven't made up my mind yet.
61044,I ,I haven't made up my mind yet.
61045,I ,I haven't seen Tom since 1988.
61046,I ,I haven't seen her since then.
61047,I ,I haven't slept well recently.
61048,I she ,I hear she's a famous actress.
61049,I him ,I heard him coming downstairs.
61050,I ,I heard the news on the radio.
61051,I Tom ,I heard what Tom said to Mary.
61052,I you ,I heard you were back in town.
61053,I you ,I heard you were back in town.
61054,I ,I helped Mommy in the kitchen.
61055,I ,I hit the mark with the arrow.
61056,I I ,I hope I didn't interrupt you.
61057,I I ,I hope I haven't offended you.
61058,I I ,I hope I haven't woken you up.
61059,I I ,I hope I haven't woken you up.
61060,I I ,I hope I haven't woken you up.
61061,I she ,I hope that she listens to me.
61062,I you ,I hope that you are very well.
61063,I you ,I hope that you aren't afraid.
61064,I you ,I hope that you aren't afraid.
61065,I ,I hope to see you this Friday.
61066,I we ,I hope we can be good friends.
61067,I ,I just can't forget about you.
61069,I ,I just don't know what to say.
61070,I ,I just don't know what to say.
61071,I ,I just don't know what to say.
61072,I that ,I just hate when that happens.
61073,I ,I just need to get some sleep.
61074,I ,I just need to know the truth.
61075,I you ,I just thought you were happy.
61076,I you ,I just thought you were happy.
61077,I ,I just want to go back to bed.
61078,I ,I just want to go back to bed.
61079,I you ,I just want to help you relax.
61080,I ,I just want to know one thing.
61081,I ,I just want to take a picture.
61082,I ,I killed the rat with a stick.
61083,I something ,I knew something wasn't right.
61084,I they ,I knew they were your friends.
61085,I they ,I knew they were your friends.
61086,I moment ,I knew this moment would come.
61087,I moment ,I knew this moment would come.
61088,I you ,I knew you'd get here in time.
61089,I I ,I know I did a horrible thing.
61090,I I ,I know I should stay and help.
61091,I ,I know every inch of New York.
61092,I things ,I know how to get things done.
61093,I father ,I know my father will help me.
61094,I she ,I know that she has been busy.
61095,I this ,I know that this is important.
61096,I you ,I know that you are a teacher.
61097,I you ,I know that you are a teacher.
61098,I you ,I know that you are a teacher.
61099,I you ,I know that you did your best.
61100,I I ,I know what I'm talking about.
61101,I what ,I know what might happen here.
61102,I ,I know when I'm being lied to.
61103,I we ,I know who we're dealing with.
61104,I you it ,I know you can make it better.
61105,I you it ,I know you can make it better.
61106,I you ,I know you're going to say no.
61107,I you ,I know you're in love with me.
61108,I ,I know your brother very well.
61109,I ,I learned about Greek culture.
61110,I ,I learned to live without her.
61111,I ,I left my umbrella in the cab.
61112,I ,I lied to you the other night.
61114,I ,I like coffee better than tea.
61115,I ,I like drinking beer and wine.
61116,I ,I like to listen to the radio.
61117,I ,I live an hour away from work.
61118,I ,I look forward to meeting you.
61119,I ,I look forward to my birthday.
61120,I ,I look up to him in many ways.
61121,I ,I looked for a place to crash.
61122,I ,I love him despite his faults.
61123,I ,I love him more than anything.
61124,I ,"I love music, especially rock."
61125,I ,I love spending time with you.
61126,I ,I love you more than anything.
61127,I ,I made up my mind to go there.
61128,I ,I married him against my will.
61129,I ,I may have made a big mistake.
61130,I ,I may not be busy next Monday.
61131,I ,I met Tom on my way to school.
61132,I ,I met her on my way to school.
61133,I ,I met her on my way to school.
61134,I ,I might be a few minutes late.
61135,I ,I missed a golden opportunity.
61136,I ,I mistook him for his brother.
61137,I ,I must finish this work first.
61138,I ,I must get there by 9 o'clock.
61139,I ,I must leave tomorrow morning.
61140,I ,I must seize this opportunity.
61141,I ,I must seize this opportunity.
61142,I ,I need a little help from you.
61143,I ,I need a quiet place to think.
61144,I ,I need it as soon as possible.
61145,I ,I need to charge my cellphone.
61146,I ,I need to crunch some numbers.
61147,I ,I need to know how to do this.
61148,I ,I need to know more about Tom.
61149,I who ,I need to know who helped Tom.
61150,I ,I need to see Tom immediately.
61151,I ,I need to see you immediately.
61152,I ,I need to talk to both of you.
61153,I you me ,I need you to help me find it.
61154,I ,I needed to see you in person.
61155,I ,I never cut my nails at night.
61156,I that ,I never dream. Is that normal?
61157,I ,I never promised you anything.
61158,I ,I never should've bought that.
61159,I I ,I never thought I'd finish it.
61160,I ,I never want to see Tom again.
61161,I ,I never want to see you again.
61162,I ,I never want to see you again.
61163,I ,I often get a letter from him.
61164,I ,I often go downtown on Sunday.
61165,I ,I often play tennis on Sunday.
61166,I ,I often went fishing with him.
61167,I ,I once worked in a restaurant.
61168,I ,I only do what I'm paid to do.
61169,I ,I only have two plane tickets.
61170,I ,I opened a bottle of red wine.
61171,I ,I painted the roof light blue.
61172,I ,I plan to have lunch with him.
61173,I ,I planted roses in the garden.
61174,I ,I play tennis once in a while.
61175,I ,I prefer not to talk about it.
61176,I I ,I promise you I won't be late.
61177,I I ,I promise you I'll come early.
61178,I you ,I promise you won't regret it.
61179,I ,I put some cream in my coffee.
61180,I ,I put the money into the safe.
61181,I ,I quit smoking six months ago.
61182,I ,I ran into your dad yesterday.
61183,I ,I read jokes almost every day.
61184,I ,I read this article yesterday.
61185,I I ,I realized I was off my guard.
61186,I what ,I realized what was happening.
61187,I what ,I realized what was happening.
61188,I ,I really appreciate your help.
61189,I ,I really don't have much time.
61190,I ,I really enjoyed your company.
61191,I ,I really like this restaurant.
61192,I ,I really liked talking to Tom.
61193,I ,I really need to hit somebody.
61194,I you ,I really think you'd like Tom.
61195,I ,I recommended Tom for the job.
61196,I ,I regret eating those oysters.
61197,I ,I remember giving him the key.
61198,I ,I remember meeting you before.
61199,I ,I remember meeting you before.
61200,I ,I remember seeing this before.
61201,I ,I respect everybody's opinion.
61202,I I her ,I said I would make her happy.
61203,I Tom ,I saw Tom going into the cave.
61204,I Tom ,I saw Tom kissing John's wife.
61205,I Tom ,I saw Tom smoking a cigarette.
61206,I ,I saw a house in the distance.
61207,I her ,I saw her crossing the street.
61208,I ,I saw her in the meeting room.
61209,I him ,I saw him crossing the street.
61210,I ,I saw the match on television.
61211,I ,I saw the moon above the roof.
61212,I ,I see a bright future for you.
61213,I ,I see a house among the trees.
61214,I ,I see a man between the trees.
61215,I ,I sent it to you two days ago.
61216,I ,I should have listened to Tom.
61217,I ,I should have told you before.
61218,I ,I should've been more careful.
61219,I ,I should've not said anything.
61220,I ,I signaled the car to go slow.
61221,I ,I smell smoke in the elevator.
61222,I ,I speak French as well as Tom.
61223,I ,I speak nothing but the truth.
61224,I ,"I spent 3,000 yen on a new CD."
61225,I ,I spent my vacation in Hakone.
61226,I ,I spent ten dollars on a book.
61227,I ,I spoke with her for one hour.
61228,I ,I stayed there for three days.
61229,I you ,I suggest you wait until 2:30.
61230,I she ,I suggested that she go alone.
61231,I I ,I swear I didn't see anything.
61232,I I ,"I swear, I didn't do anything."
61233,I I ,I take back everything I said.
61234,I ,I take care of my grandfather.
61235,I ,I talked with her for an hour.
61236,I ,I talked with her for an hour.
61237,I ,I thank you for your sympathy.
61238,I ,I thank you with all my heart.
61239,I ,I thank you with all my heart.
61240,I I ,I think I did something wrong.
61241,I I it ,I think I have it figured out.
61242,I I ,I think I remember doing that.
61243,I I ,I think I'm gonna go to sleep.
61244,I I ,I think I've been here before.
61245,I Tom ,I think Tom still hasn't left.
61246,I he ,I think he'll understand this.
61247,I he ,I think he'll understand this.
61248,I life ,I think his life is in danger.
61249,I life ,I think his life is in danger.
61250,I it ,I think it's too cold to swim.
61251,I she ,I think she's an honest woman.
61252,I I ,I think that I drank too much.
61253,I I ,I think that I drank too much.
61254,I they ,I think they're honest people.
61255,I this ,I think this is going to work.
61256,I we ,I think we all know the rules.
61257,I we ,I think we should do it today.
61258,I we ,I think we'll need more money.
61259,I you I ,I think you know what I think.
61260,I you ,I think you owe me an apology.
61261,I you ,I think you owe me some money.
61262,I you ,I think you should be careful.
61263,I you ,I think you should go by taxi.
61264,I you ,I think you should go by taxi.
61265,I you ,I think you've impressed them.
61266,I you ,I think you've made a mistake.
61267,I I ,I thought I heard Tom's voice.
61268,I I ,I thought I saw someone there.
61269,I I ,I thought I was hallucinating.
61270,I I ,I thought I'd always be alone.
61271,I I ,I thought I'd never hear that.
61272,I Mary ,I thought Mary still loved me.
61273,I Tom ,I thought Tom was from Boston.
61274,I Tom ,I thought Tom was home asleep.
61275,I Tom ,I thought Tom was on our team.
61276,I Tom ,I thought Tom was on vacation.
61277,I Tom ,I thought Tom was one of them.
61278,I Tom ,I thought Tom was outstanding.
61279,I Tom ,I thought Tom was your friend.
61280,I Tom me ,I thought Tom would let me go.
61281,I you ,I thought about what you said.
61282,I it ,I thought it was Monday today.
61283,I it ,I thought it was a lot of fun.
61284,I it ,I thought it was a lot of fun.
61285,I it ,I thought it was your day off.
61286,I we ,I thought we already did that.
61287,I we ,I thought we got disconnected.
61288,I we ,I thought we had an agreement.
61289,I we ,I thought we had an agreement.
61290,I you ,I thought you didn't know Tom.
61291,I you ,I thought you might want this.
61292,I you ,I thought you should see this.
61293,I you ,I thought you wanted this job.
61294,I you ,I thought you were a Canadian.
61295,I you ,I thought you were at the gym.
61296,I you ,I thought you were at the gym.
61297,I you ,I thought you were dating Tom.
61298,I you ,I thought you were on my side.
61299,I ,I told Tom to wait over there.
61300,I she ,I told her that she was right.
61301,I ,I told you not to tell anyone.
61302,I ,I told you to stop doing that.
61303,I ,I took a picture of my family.
61304,I ,I took care of my sick sister.
61305,I ,I took part in the discussion.
61306,I ,I took the children to school.
61307,I ,I treated him like my own son.
61308,I ,I tried climbing the mountain.
61309,I I ,"I tried, but I couldn't do it."
61310,I ,I understand your frustration.
61311,I ,I use Google almost every day.
61312,I ,I used to swim here every day.
61313,I ,I usually eat meat once a day.
61314,I ,I waited for her for one hour.
61315,I ,I waited for him all day long.
61316,I ,I wandered around for a while.
61317,I ,I want a volunteer to help me.
61318,I him ,I want him to play the guitar.
61319,I ,I want some tea without sugar.
61320,I ,I want something hot to drink.
61321,I something ,I want something sweet to eat.
61322,I something ,I want something sweet to eat.
61323,I ,I want to ask you a big favor.
61324,I ,I want to ask you to marry me.
61325,I ,I want to be an honest person.
61326,I ,I want to be clear about that.
61327,I ,I want to be more independent.
61328,I ,I want to be more independent.
61329,I ,I want to become a journalist.
61330,I ,I want to brush up my English.
61331,I ,I want to buy a Czech sweater.
61332,I ,I want to buy a dozen bananas.
61333,I ,I want to buy this dictionary.
61334,I ,I want to climb this mountain.
61335,I ,I want to dive into the river.
61336,I ,I want to eat something sweet.
61337,I ,I want to get there by subway.
61338,I ,I want to get there by subway.
61339,I ,I want to go with you tonight.
61340,I you ,I want to know how you did it.
61341,I you ,I want to know what you think.
61342,I Tom ,I want to know where Tom went.
61343,I who ,I want to know who killed Tom.
61344,I ,I want to live in the country.
61345,I ,I want to see the countryside.
61346,I ,I want to see the movie again.
61347,I ,I want to see the movie again.
61348,I ,I want to see your expression.
61349,I ,I want to sleep a little more.
61350,I ,I want to sleep a little more.
61351,I ,I want to spend time with you.
61352,I ,I want to talk to all of them.
61353,I ,I want to talk to all of them.
61354,I ,I want to talk with Tom alone.
61355,I ,I want to talk with my lawyer.
61356,I ,I want to teach you something.
61357,I you ,I want you to go see a doctor.
61358,I you ,I want you to leave right now.
61359,I you ,I want you to meet my parents.
61360,I you ,I want you to start right now.
61361,I you ,I want you to stay right here.
61362,I ,I wanted to ask you something.
61363,I ,I wanted to ask you something.
61364,I ,I wanted to share it with you.
61365,I ,I wanted to talk to you first.
61366,I ,I was about to leave my house.
61367,I ,I was absent from the meeting.
61370,I you ,I was certain that you'd come.
61371,I ,I was horrified by what I saw.
61372,I ,I was just thinking about you.
61373,I ,I was looking at old pictures.
61374,I ,I was not feeling very hungry.
61376,I I ,I was so hungry that I ate it.
61377,I ,I was sorry to hear about Tom.
61378,I ,I was speechless with emotion.
61379,I ,I was surprised to see a lion.
61380,I ,I was thinking the same thing.
61381,I ,I was told I couldn't do that.
61383,I ,I was waiting for a long time.
61384,I ,I was waiting for a long time.
61385,I ,I went for a walk in the park.
61386,I ,I went shopping with a friend.
61387,I ,I went shopping with a friend.
61388,I ,I went there out of curiosity.
61389,I ,I went to China two years ago.
61390,I ,I went to church this morning.
61391,I ,I went to the airport by taxi.
61392,I ,I will be busy this afternoon.
61393,I ,I will be free in ten minutes.
61394,I ,I will call you within a week.
61395,I ,I will come earlier next time.
61396,I ,I will deal with this problem.
61397,I him ,I will make him do it at once.
61398,I him ,I will make him pay the money.
61399,I ,I will show you some pictures.
61400,I ,I will win the game next time.
61401,I ,I will win the game next time.
61402,I ,I will write to you next week.
61403,I I ,I wish I were as smart as you.
61404,I I ,I wish I were as young as you.
61405,I I ,I wish I were there right now.
61406,I I ,I wish I were there right now.
61407,I ,I wish I'd been born Canadian.
61408,I ,I wish to visit Egypt someday.
61409,I ,I woke up when the phone rang.
61410,I ,I won a camera in the lottery.
61411,I ,I won't go to school tomorrow.
61412,I ,I won't go to school tomorrow.
61413,I ,I won't tolerate any mistakes.
61414,I what ,I wonder what happened to her.
61415,I who ,I wonder who can swim fastest.
61416,I I ,I would ask him if I were you.
61417,I ,I would like to know her name.
61418,I ,I would like to see my father.
61419,I ,I would rather die than do it.
61420,I ,I wouldn't want to be a judge.
61421,I ,I write poems in my free time.
61422,I ,I wrote down her phone number.
61423,I ,I wrote down his phone number.
61424,I ,I wrote this letter in French.
61425,I ,I'd better tell you the truth.
61426,I ,I'd like a first-class ticket.
61427,I ,I'd like a hot tea with honey.
61428,I ,I'd like a little bit of help.
61429,I ,I'd like another one of these.
61430,I ,"I'd like some hot tea, please."
61431,I ,I'd like to be your boyfriend.
61432,I ,I'd like to buy this computer.
61433,I ,I'd like to go abroad someday.
61434,I I ,"I'd like to help, but I can't."
61435,I Tom ,I'd like to know where Tom is.
61436,I ,I'd like to live in Australia.
61437,I ,I'd like to make a suggestion.
61438,I ,I'd like to see the principal.
61439,I ,I'd like to sit by the window.
61440,I ,I'd like to sit by the window.
61441,I ,I'd like to sit by the window.
61442,I ,I'd like two cans of tomatoes.
61443,I ,I'll be back at half past six.
61444,I ,I'll be back at seven o'clock.
61445,I ,I'll be back in a few minutes.
61446,I ,I'll be thinking of you today.
61447,I I ,I'll believe it when I see it.
61448,I ,I'll bring it to you tomorrow.
61449,I I ,I'll buy what I need tomorrow.
61450,I ,I'll call you up this evening.
61451,I ,I'll come as soon as possible.
61452,I turn ,I'll do it when my turn comes.
61453,I ,I'll drive you to the airport.
61454,I I ,I'll drop if I don't sit down.
61455,I ,I'll go to the hospital today.
61456,I it ,I'll have it done before 2:30.
61457,I ,I'll keep this for future use.
61458,I ,I'll lend you this dictionary.
61459,I ,I'll never see Tom ever again.
61460,I ,I'll pay for your lunch today.
61461,I ,I'll put you up for the night.
61462,I ,I'll show you around the city.
61463,I ,I'll show you around the city.
61464,I ,I'll show you around the city.
61465,I ,I'll show you around the town.
61466,I I ,I'll show you that I am right.
61467,I I ,I'll show you that I am right.
61468,I ,I'll stay for three more days.
61469,I whoever ,I'll take whoever wants to go.
61470,I ,I'll take you to the hospital.
61471,I ,I'll tell you about my father.
61472,I ,I'll try to forget everything.
61473,I ,I'll visit my uncle next week.
61474,I ,I'll wait for him for an hour.
61475,I you ,I'm a lot bigger than you are.
61476,I ,I'm a member of the glee club.
61477,I it ,I'm afraid it's going to rain.
61478,I ,I'm all thumbs in the kitchen.
61479,I ,I'm allergic to some medicine.
61480,I ,I'm almost certain about that.
61481,I what ,I'm aware of what is at stake.
61482,I ,I'm beginning to get the idea.
61483,I ,I'm certainly glad to see you.
61484,I ,I'm contemplating this option.
61485,I Tom ,I'm convinced Tom is innocent.
61486,I Tom ,I'm convinced Tom is innocent.
61487,I ,I'm drinking a beer right now.
61488,I ,I'm dying for a cup of coffee.
61490,I ,I'm feeling much better today.
61491,I ,I'm flying to Boston tomorrow.
61492,I ,I'm free every day but Monday.
61495,I ,I'm giving it to you for free.
61496,I ,I'm going to America tomorrow.
61497,I ,I'm going to Boston next week.
61498,I ,I'm going to Hanover with you.
61499,I ,I'm going to Paris next month.
61500,I ,I'm going to Paris next month.
61501,I ,I'm going to go to the movies.
61502,I ,I'm going to mail this letter.
61503,I ,I'm going to mail this letter.
61504,I ,I'm going to my grandmother's.
61505,I ,I'm going to see her tomorrow.
61506,I ,I'm going to see her tomorrow.
61507,I ,I'm going with you to Hanover.
61508,I ,I'm good at playing the piano.
61509,I ,I'm good at playing the piano.
61510,I you ,I'm happy because you're here.
61511,I I ,I'm here because I want to be.
61512,I ,I'm here to ask for your help.
61513,I ,I'm here to ask for your help.
61514,you ,I'm intrigued by what you say.
61515,I ,I'm just surprised to see you.
61516,I ,I'm learning French on my own.
61517,I ,I'm not a very good carpenter.
61518,I ,I'm not able to speak so fast.
61519,I ,I'm not afraid of growing old.
61520,I ,I'm not as intelligent as him.
61521,I I ,I'm not as rich as I once was.
61522,I I ,I'm not as rich as I once was.
61523,I ,I'm not asking you about that.
61524,I ,I'm not blaming anyone for it.
61525,I ,I'm not in favor of this plan.
61526,I ,I'm not one of your employees.
61527,I it ,I'm not sure it's a good idea.
61528,I I ,I'm not sure what I should do.
61529,I I ,I'm not sure what I should do.
61530,I I ,I'm not the person I once was.
61531,I ,I'm not thirsty at the moment.
61532,I ,I'm not tired of studying yet.
61533,I ,I'm not wearing any underwear.
61534,I ,I'm one of Tom's best friends.
61535,I ,I'm planning to study tonight.
61536,I ,I'm relying on you to help us.
61537,I ,I'm sitting alone in my house.
61538,I ,I'm so happy to see you again.
61539,I I ,I'm sorry I called you a liar.
61540,I I ,I'm sorry I misunderstood you.
61541,I ,I'm sorry about the other day.
61542,I I ,"I'm sorry, I don't understand."
61543,I I ,"I'm sorry, I dropped my knife."
61544,I I ,"I'm sorry, I forgot your name."
61545,I flight ,"I'm sorry, the flight is full."
61546,I ,I'm still a little mad at you.
61547,I I ,I'm sure I turned off the gas.
61548,I she ,I'm sure she will return soon.
61549,I he ,I'm sure that he'll get angry.
61550,I he ,I'm sure that he'll get angry.
61551,I they ,I'm sure they're not after us.
61552,I we ,I'm sure we can work this out.
61553,I you I ,I'm sure you know what I mean.
61554,I ,I'm taking a shower right now.
61555,I ,I'm taking a walk with my dog.
61556,I ,I'm taking an exam in January.
61557,I who ,I'm the only one who survived.
61558,I ,I'm tired of all this nagging.
61559,I ,I'm tired of eating fast food.
61560,I I ,I'm tired. I've got to go now.
