,subject,sentence
4224, שאלה ,"נשמעו דעות לכל מיני צדדים והשאלה עצמה לא לגמרי ברורה
"
4225, סוכן ,"סוכן השינוי יכול להיות מנהל עובד בארגון או יועץ חיצוני
"
4226, שטחי ,"עד היום חלק משטחי המחוז אינם מתאימים לעיבוד חקלאי
"
4227, ו ,"על עניין האיזון יש פחות הסכמה ואולי כדאי להרחיב קצת
"
4229, ערך ,"צריך לשפר קצת את העיצוב שהערך יהיה קל יותר לקריאה
"
4231, קבוצה ,"קבוצה זו כוללת את מלון מונטריאול שהתגלה מחדש לאחרונה
"
4232, קטעים ,"קטעים ממנו נמצאו בקהיר ויצאו לאור בידי שאול ליברמן
"
4233, קישורים ,"קישורים חיצוניים הלכות ארבע פרשיות בקיצור שולחן ערוך
"
4236, הן ,"רבות משאר יצירותיו נכתבו גם הן בשיתוף פעולה עם אחרים
"
4238, מונח  ערכים ,"שאלתי את שמחה מה המונח וצריך לעדכן הערכים בהתאם
"
4239, שלום ,"שלום אני לא מצליח להבין איך יוצרים ערך חדש בויקיפדיה
"
4240, תארי ,"תארי האצולה בממלכה המאוחדת הם אכן חלק מהשם
"
4241, תבנית ,"תבנית זו מציגה את גורדי השחקים הגבוהים ביותר בישראל
"
4242, אביו ,"אביו דניס הארט מהן היה מרצה באקדמיה הצבאית וסט פוינט
"
4243, תבנית ,"אבקש לנמק מדוע לדעת מציב התבנית אין לערך חשיבות
"
4246, קברו ,"אחרים קברו של הרבי מליובאוויטש בבית הקברות מונטיפיורי
"
4247, איסור ,"אין כל איסור חוקי על שתיית אלכוהול בציבור במדינת ישראל
"
4248, אליס  עודף ,"אליס מילר התקבלה לקורס טיס אך הודחה עקב עודף מוטיבציה
"
4249, הם  משמעות ,"אם הם באמת חשובים פחות אין משמעות לתאריך פתיחת הדיון
"
4250, משתמש ,"אם המשתמש עורך חשבון נפש וחוזר בו מורידים את החסימה
"
4253, רעיונות ,"אם למישהו יש רעיונות נוספים אני אשמח לשמוע צ'כלברה
"
4254, מונחים ,"אם שניהם מונחים משפטיים עדיף למצוא שם אחר לערך השני
"
4255, אני ,"אני אשמח אם אוכל להעזר בך שוב בנושאי העמדה ועיצוב
"
4256, אני ,"אני חושב שאת מתייחסת לארגון שכבר מופיע בערך אח בוגר
"
4259, אפשרות ,"אפשרות שילוב מקורות לימוד "" חיצוניים "" זמינים דרך האינטרנט
"
4260, זנב ,"אצל קופי העולם החדש משמש הזנב כמעין יד חמישית
"
4261, מאמצים ,"בזמן אחרון נעשים מאמצים לתרגם חלק משיריו לעברית
"
4262, סמכות ,"בידי קצין השיפוט נתונה בין השאר הסמכות לעצור את החייל
"
4266, אדלר ,"במלחמת העולם הראשונה שירת אדלר כרופא בצבא האוסטרי
"
4268, אני ,"בניגוד למה שיש אולי כאלה שחושבים אני לא מחפש מלחמות
"
4269, עונה ,"בסיום אותה עונה למרות פציעות של שחקנים מרכזיים זכתה די
"
4271, תרופות ,"בשנים האחרונות פותחו מספר תרופות כדי לטפל במצב זה
"
4273, מגמת ,"בשנת הלימודים תשס""ח נפתחה גם מגמת מדעי הרוח ""
"
4274, שיחה ,"בתקווה לראותך שב לפעילות קוריצה שיחה אהמ המורשת העולמית
"
4275, גילוי ,"גילוי תנועה של אדם בשטח כפרי באמצעות ראייה ממוחשבת
"
4276, אחים  ארצות ,"האחים היו ילידי העיר ווטרלו במדינת איווה ארצות הברית
"
4278, אנס  אתה ,"האנס אתה יכול לעשות לצורך הענין היכרות עם בוט ההחלפות
"
4279, אתר  שכבות ,"האתר הוא המקום היחיד בארץ בו נחשפו שכבות שיש אמיתי
"
4280, דוכס ,"הדוכס החדש תמך בהתפתחות קשרי מסחר ופיתוח תעשייה
"
4281, דיון ,"הדיון כאן הוא רק מה השם הנכון לערך מבחינה אנציקלופדית
"
4282, הוא ,"הוא טס גם במזרח התיכון ולאחר מכן הועבר לשרת בהודו
"
4284, יתר  שניים ,"היתר לא הצליחו לצאת מכלי הנחיתה ושניים טבעו במים
"
4285, ממונה ,"הממונה עליו בהגנה היה דן אפשטיין חבר קיבוץ גבעת חיים
"
4286, ערך ,"הערך צריך לקבל דוגמאות חדשות או לעבור לשכתוב דומני
"
4287, פילוסופים ,"הפילוסופים ניסו במהלך הדורות למצוא את הטוב כשהוא לעצמו
"
4288, פסק ,"הפסק מפעילי המערכת אינם צריכים לקבל הודעות חונכות
"
4289, קו ,"הקו האדום מבחינתי הוא תרגום ערכים לעברית בצורה שגויה
"
4291, זאת  בימה ,"זאת בניגוד למבנה הרווח שבו הבימה היא באמצע בית הכנסת
"
4292, זאת ,"זאת שיטה טובה שכדאי לאמץ כדי לשמור על האנציקלופדיה
"
4293, זה ,"זה יכול לקרות גם בחו""ל וגם אצל משפחות מסודרות כלכלית
"
4294, חבל ,"חבל שאי אפשר לשנות את הגודל צבע שלהם בצורה נורמלית
"
4295, קישורים ,"חוץ מזה יש עוד הרבה קישורים אדומים שכדאי להכחיל מתישהו
"
4297, חלופה ,"חלופה חופשית תוכל למצוא בעשרות מקומות באינטרנט כגון כאן
"
4298, סיפור ,"יש בו סיפור מעניין על צעד בהתפתחות האינטרנט בישראל
"
4299, הערת ,"יש למחוק אותו מספיקה הערת הפירוש הנוסף למבצע ששמתי
"
4302, הן ,"כדי להעלות אותן לוויקישיתוף הן צריכות להיות ברשיון חופשי
"
4304, הגדרתו ,"כך שלדעתי הגדרתו המוחלטת ברשימה היא הוצאה מהארון
"
4306, תאריך ,"לאחר שקיעת השמש התאריך הוא ט""ו בתשרי תחילת חג הסוכות
"
4308, לכן ,"לכן חובה להכיל מפה עם הגבול לאחר מלחמת ששת הימים
"
4309, שבויים  הם ,"למעשה צופי הקולנוע הרבה פחות שבויים הם בחרו את הסרט
"
4310, גרשוני ,"למרות השפעתה של המחלה המשיך גרשוני ביצירה אמנותית
"
4313, ז אן ,"לקריאה נוספת ז'אן ז'אק רוסו על האמנה החברתית הוצאת מאגנס
"
4314, סיום ,"מאז סיום המנדט הבריטי אין לתושבי רצועת עזה אזרחות
"
4315, מתנות ,"מבחינה זו מתנות דומות מאוד לשליטה עצמית אך בכיוון ההפוך
"
4317, מה  שינוי ,"מה בדיוק מפריע בנוסח הקיים של הערך ומדוע נחוץ שינוי
"
4318, מהדורות ,"מהדורות נוספות של הספר יצאו לאור עד תחילת שנות השבעים
"
4319, מונק  פסנתרן ,"מונק היה פסנתרן הג'אז המודרני הראשון שביצע הקלטות סולו
"
4320, מי ,"מי שירצה לכתוב בערך על גרוזיה יצטרך לקשר לגאורגיה
"
4321, מילה ,"מילה זאת חזרה פעמים רבות במהלך ההצגה בכל מיני מצבים
"
4323, ממשלת ,"ממשלת לאוס מחלקת את האוכלוסייה לשלוש קבוצות עיקריות
"
4324, מבנים ,"מצפון להם נמצאו בסיסי שני מבנים נוספים מתקופת המקרא
"
4325, משימת ,"משימת החטיבה הייתה לכבוש את מחנה הפליטים של העיר ג'נין
"
4326, משפחת ,"משפחת סימפסון הפכה לסדרה המצליחה הראשונה של רשת פוקס
"
4329, ו ,"על שמם של חברי הקבוצה נקראים רחובות כיכרות ובתי ספר
"
4330, ו ,"עקרונית גם הנוצרים וגם המוסלמים חולקים עלינו באופן דתי
"
4331, פארק  דרגת ,"פארק עמד בראש המשלחת ולצורך כך ניתנה לו דרגת קפטן
"
4332, צבי ,"צבי פרץ חיות מינה אותו כמורה בבית המדרש למורים שהקים
"
4333, צורך ,"ציינת שיש צורך בעריכה נוספת אשמח לדעת מה עוד חסר
"
4334, קוויבק ,"קוויבק נשארה מרכז של תרבות צרפתית מוגנת על ידי חקיקה
"
4335, קישורים ,"קישורים חיצוניים גלריית תמונות של דגמי המטוס באתר נאס""א
"
4336, קישורים ,"קישורים חיצוניים הבית האדום באתר עיריית תל אביב יפו
"
4337, קישורים ,"קישורים חיצוניים מידע על שמורת הטבע באי היסטוריה של האי
"
4339, קישורים ,"קישורים חיצוניים פארק הירקון באתר של חברת גני יהושע
"
4340, וויקיפדים  הם ,"רוב הוויקיפדים ודאי עוקבים כבר כך אחר הערכים שהם יצרו
"
4341, רותי ,"רותי מוצאת עבודה להוריד את הכלב של השכנה לטיול ברחוב
"
4345, שיעור ,"שיעור האבדות העצום שבר את רוחם של הלוחמים המקומיים
"
4346, שנים ,"שנים אלו היו חשובות באופן מכריע לעיצוב דמותה הפילוסופית
"
4351, אופציה ,"אופציה נוספת היא להעביר את הדיון הישן לארכיון כלשהו
"
4352, נושא ,"אי אפשר סתם כך להוסיף אופציות נוספות אחרי שהנושא נסגר
"
4353, אי ,"אי לכך ניתן להשתמש בתמונה זו בערך אג'נדה ארגון בלבד
"
4354, אי ,"אי לכך ניתן להשתמש בתמונה זו בערך מנצ'סטר סיטי בלבד
"
4355, הגיון  שחר ,"אין הגיון בהשארת הוראות חסרות שחר בכללים של ויקיפדיה
"
4356, זה ,"אין זה לגיטימי לייחס לעריכות של משתמש אחר כוונת זדון
"
4359, תוכן ,"אם הופכים את הערך לקצרמר התוכן ישאר בגרסאות קודמות
"
4360, הסכמה  בעיה ,"אם יש הסכמה להציג זאת בדף הערך הרי שהבעיה נפתרה
"
4361, זמן ,"אם למישהו יש זמן צריך להוסיף את הקטגוריה לכל הסרטים
"
4362, חשיבות ,"אם תוכל להסביר מדוע עדיין לערך זה אין חשיבות מבחינתך
"
4363, אנו  פוטנציאל ,"אנו פותחים קטגוריה רק אם יש פוטנציאל לחמישה ערכים בתוכה
"
4364, אני ,"אני בהחלט מסכים איתך שקשה למצוא שם לא בעייתי לקטגוריה
"
4365, אני ,"אני חייבת להסכים עם האזרח דרור בנקודה של תיאורית קשר
"
4366, אני ,"אני יצרתי סוגים שונים של חשיבות כדי להתמודד עם הבעיה
"
4367, אני  ממליצה ,"אני ממליצה לך לעיין בכללי התנהגות בין חברי הקהילה
"
4369, הוא ,"אפשר לפחות להוסיף שהוא השתתף גם בסרט של במאי איטלקי
"
4370, תמונה ,"אציין גם שבינתיים התמונה המקורית נמחקה מוויקי העברית
"
4371, אתה  טועה  אתה  הם ,"אתה טועה בזה שאתה אומר שהם נחוצים בערכים על השחקנים
"
4372, שנה ,"באותה שנה עזב את משפחתו ועבר להתגורר בדרום שווייץ
"
4373, ו  זהו ,"באנציקלופדיה אפשר להציג עמדות שונות וזהו איננו פשע
"
4374, עשרה  ישראל ,"בבחירות לכנסת השבע עשרה ישראל ביתנו התמודדה עצמאית
"
4375, הוא ,"בבריטניה השתמשו בשם רק זמן קצר והוא שונה לבית וינדזור
"
4376, שופט  חוק ,"בדעת מיעוט היה השופט אדמונד לוי שקבע שהחוק אינו חוקתי
"
4377, אפשרות ,"בדף חיפוש המיועד לזמן כזה אין אפשרות לפתוח ערך חדש
"
4378, משפטים ,"בהמשך נערכו משפטים נוספים כנגד פושעי מלחמה אחרים
"
4379, אני ,"בהתאם להחלטה זו אני עורך את השינויים בגוף הערך בעצמי
"
4380, ראש ,"בין פרטי האומנות שנמצאו באתר בולט ראש אדם עשוי אבן
"
4381, בית ,"בית הפרלמנט נמצא בארמון וסטמינסטר בעיר הבירה לונדון
"
4382, נוסחה  סימן ,"בכל הספרים המקצועיים שיש לי הנוסחה מופיעה עם סימן מינוס
"
4383, שניהם  מידה ,"בלי מקורות חיצוניים כתובים שניהם לא אמינים בדיוק באותה מידה
"
4384, חשד ,"במיוחד לאור העובדה שיש חשד שאת העריכה ביצעתי בתום לב
"
4387, מנהג ,"במשך הזמן התפתח המנהג של מתן דמי חנוכה לילדים
"
4388, בנו  אהרן ,"בנו הוא אהרן רמז לימים מפקד חיל האוויר וחבר הכנסת
"
4389, תבנית ,"בנוסף מופיעה תבנית קישוט דמוית רשת בצד השמאלי של הדגל
"
4390, משפחתו  הוא ,"בנעוריו עברה משפחתו לראשון לציון והוא למד בתל אביב
"
4393, גשרים ,"ברוסיה עסק גם בתכנון מבנים מיוחדים ובהם גשרים תלויים
"
4395, מלוא ,"בתפקיד זה היתה עליו מלוא האחריות להכנת האופרות לביצוע
"
4396, אחת ,"האחת גישור על הפער בין המציאות החברתית לבין המשפט
"
4397, אחת ,"האחת ניצול משנתו להגדרה מדעית של האופי השלילי היהודי
"
4398, הוא ,"האם הוא מקושר מערכים אחרים ולא דרך אינתיפאדת אל אקצה
"
4400, אתר  קישור ,"האתר שאליו מפנה הקישור מביא בסופו מקורות חשובים אחדים
"
4401, הבוט ,"הבוט עושה דברים הרבה יותר גרועים וממילא צריך לעקוב אחריו
"
4402, זמן  כללי ,"הגיע הזמן להודיע חד וחלק שיש כללי נימוס גם בויקיפדיה
"
4403, הוא  קורא ,"הוא נותן פרופורציה אליה יכול הקורא העברי הממוצע להתייחס
"
4404, הוא ,"הוא שיחק במספר מועדונים לעתים לתקופות קצרות מאוד של חודש
"
4405, ערך ,"הזוכים למקום הראשון הגיע הערך חמאה מאת יחסיות האמת
"
4406, זמן ,"הזמן החם ביותר של השנה הוא בחודשים אוקטובר עד דצמבר
"
4407, חלק ,"החלק הנוגע לסגנון הלימוד כתוב עכשיו לדעתי בצורה טובה
"
4408, טורקי ,"הטורקי החזיר את הכלי לנקודת המוצא שלו והמשיך במשחק
"
4409, היות  נתון ,"היות הז'אנר עצמו נתון לשינוי הוא חלק אינטגרלי מתהליך זה
"
4410, יפנים ,"היפנים לא הצליחו להשיג שליטה מלאה במרחב הימי שלהם
"
4411, מבנים ,"המבנים נבנו בסגנון צבאי בריטי תוך שימוש בחומרים מקומיים
"
4412, מחלוקת  שפת ,"המחלוקת התקיימה גם לגבי שפת הפולחן עברית מול הונגרית
"
4413, מילה ,"המילה "" חם "" לדוגמה מתארת טווח מסוים בסולם הטמפרטורות
"
4414, מים ,"המים נמצאים בכמות גדולה מאוד בעולם באופן גלוי לצפייה
"
4415, סיבה  מיזם ,"הסיבה השנייה נוגעת לאופן שבו יעבוד המיזם בטווח הרחוק
"
4416, הערות ,"הערות תיקנתי את הקישור מפעילי תחנות חובבים כך שיהיה כחול
"
4417, ערך ,"הערך נכתב באהבה מתוך רצון לשמר את זכרו של המנוח
"
4418, קורא ,"הקורא הולך לאיבוד בתוכו ולא מצליח לתפוס את התמונה הגדולה
"
4419, קריטריונים  אם  היא ,"הקריטריונים לקביעת תלונה האם היא מוצדקת היא של בנק ישראל
"
4420, ישראל  מיעוט ,"התוכל ישראל להרשות לעצמה שישב בתוכה מיעוט ערבי גדול
"
4421, תוכן  דומה  הוא ,"התוכן דומה בעיקר בכך שהוא עוסק בעצם חורבן בית המקדש
"
4423, ויקיפדיה ,"ויקיפדיה מחויבת להציג את ההשקפה האקדמית הרווחת
"
4424, הבדל ,"ויש הבדל מהותי בין רצח מדרגה ראשונה לבין הריגה בשוגג
"
4425, הוא ,"וכמובן למחוק אח""כ את גרסאות הדף הזה שהוא מופיע בהן
"
4426, חשיבות ,"וכן מחק את נתוני משחקי האולסטאר שגם יש להם חשיבות
"
4427, אני ,"ועכשיו אני רואה שצריך להכחיל את הקישור האדום שיצרתי
"
4428, זהו  חי ,"זהו הדו חי החדש הראשון שהתגלה בישראל זה עשרות שנים
"
4429, זו ,"זו כמובן אופציה בעייתית יותר כפי שרואים בדיון הנוכחי
"
4431, טורניר ,"טורניר הכדורגל של האולימפיאדה התחיל לפני טקס הפתיחה
"
4432, חומר ,"טרם הבנתי קל וחומר השתכנעתי מדוע יש לבצע את השינוי
"
4435, מי  ערך ,"כאן נהוג שמי שחושב שהערך חשוב צריך להסביר ולא להיפך
"
4436, כבישים ,"כבישים אזוריים שלוש ספרות זכאים לערך לפי מפתח חשיבות
"
4438, אות ,"לא אמרתי שאותו מומחה חייב להיות בעל השכלה פורמלית בנושא
"
4439, הצבעות ,"לאורי הצבעות אינן סוף פסוק ואפשר לחזור עליהן שוב ושוב
"
4441, מידה ,"לאחר בואו של פומפיוס עדיין הייתה מידה מסוימת של עצמאות
"
4446, תרומות ,"לאחרונה התגלו תרומות נוספות שלו בחקר התרבות הביזנטית
"
4447, בעיות ,"לגבי בדיקת הנתונים חודש עבר מאז ולא נמצאו עוד בעיות
"
4448, זהו ,"לדעתי מדובר בשימוש הוגן שכן זהו לוגו של חברה מסחרית
"
4449, ערכים ,"לדעתי ערכים כאלו אפשר לשקול למחוק אף במחיקה מהירה
"
4450, לוי  אן ,"לוי במקור מבית שאן למדה משחק השתתפה בהצגות ילדים
"
4453, הוא ,"לעתים רחוקות הוא נודד גם אל אזורים מסוימים במערב אירופה
"
4455, טענות ,"לפיכך טענות המתנגדים הן בעצם שקיים כיום רק גזע אחד
"
4457, ספינה ,"לראשונה הייתה ספינה כה גדולה ובעלת עצמה בשירות שודדי ים
"
4459, זו  ו ,"מבחינתי זו שגיאת כתיב שמצאתי לנכון לתקן ולא להתעלם
"
4460, מופע  צבעים ,"מדי פעם יש מופע אורות שבו הצבעים מתחלפים במהירות גבוהה
"
4461, מה  בעיה ,"מה הבעיה להסתיר חלק מהערך אם בקלות אפשר לחשוף אותו
"
4463, מפעילי  תפקיד ,"מפעילי מערכת צריכים לזכור כי התפקיד לא מעניק זכויות יתר
"
4464, סגנון ,"סגנון הופעתו השפיע על זמרים רבים ביניהם גם מייקל ג'קסון
"
4465, סגנון ,"סגנון משחקה של הקבוצה זכה באותם ימים לכינוי אנטי פוטבול
"
4466, סלילת ,"סלילת הקטע החלה לאחר פסיקת בג""ץ בנוגע לפגיעה בסביבה
"
4467, עבודתם  לבין ,"עבודתם חשובה אך אין בינה לבין חשיבות אנציקלופדית מאומה
"
4468, אני ,"עד כמה שאני זוכרת את הקובץ העליתי לויקיפדיה העברית
"
4469, עובדת ,"עובדת היותו של הבמאי עצמו חובב קולנוע ניכרת בכל סרטיו
"
4471, הוא ,"על בסיס בדיקה מהירה באמצעות הסקריפט הוא עומד בשתי הדרישות
"
4474, יחס ,"עם הגעת התנועות לשימור הסביבה השתנה יחס הציבור במעט
"
4475, אפשרות ,"עם זאת יש אפשרות להזיז את הגיבור גם באמצעות המקלדת
"
4476, עמיחי  חצי ,"עמיחי השאיר מקורות בהערות ובאמת שכבר עשה חצי עבודה
"
4477, ערך ,"ערך זה עוסק במצור על אנטוורפן במלחמת העולם הראשונה
"
4478, ערכי  הם ,"ערכי פרסומת לא זוכים לתבנית כי הם נמחקים במחיקה מהירה
"
4479, פלג  רגליו ,"פלג גופו העליון היה גדול ואילו רגליו היו קצרות במיוחד
"
4480, פסיקה ,"פסיקה מחפשים בדרך כלל באתרים מקצועיים הדורשים תשלום
"
4481, יוני ,"פעם יוני היה נוהג להגיש תלונות על משחיתים חמורים במיוחד
"
4482, צ ארלס ,"צ'ארלס קיבל באופן רשמי את ההצהרה אך התעלם ממנה בפועל
"
4483, צעד ,"צעד זה מנוגד לכללי ההתנהגות בוויקיפדיה אל תחזור עליו
"
4484, קיסר ,"קיסר זה המשיך את המערכה הצבאית כנגד יהודי אתיופיה
"
4485, קישור ,"קישור חיצוני אמור להפנות לאתר אינטרנט ובו חומר רלוונטי
"
4486, קישורים ,"קישורים חיצוניים הספר בשלמותו באתר אוניברסיטת ברקלי
"
4487, קישורים ,"קישורים חיצוניים הספרים של ישעיהו שפיגל באתר סימניה
"
4489, קישורים ,"קישורים לדף דלפק ייעוץ יש הרבה כנראה בגלל תבניות שונות
"
4490, רמז  תשובה ,"רמז יחסי מין בהסכמה אינה התשובה הנכונה קראת את הערך
"
4491, שינויים ,"שינויים אלה באים לידי ביטוי בשכבות צבע שונות בתוך המינרל
"
4493, שלום ,"שלום רב האם הימצאות כספית בסמוך לאדם מסוכנת לבריאות
"
4494, מומחים  אני ,"שם יש מומחים גדולים לתחום ואני מאמין שתקבל זיהוי מדויק
"
4495, תולדות ,"תולדות חייה קרטר נולדה למשפחה מוזיקלית במדינת וירג'יניה
"
4497, תפוצתו ,"תפוצתו של העיתון לא פורסמה במשך שנים על ידי המערכת
"
4498, אני ,"תפסיק כבר לחבל לי בעבודה רק בגלל שאני משתמשת חדשה
"
4499, האם  זה ,""" האם זה עדיין אקטואלי לנוכח המועמדים בבחירות הקרובות
"
4500, זה ,"אבל עכשיו זה ערך הדורש השלמה ע""י מומחה לענייני דתות
"
4501, אדוני  חכם ,"אדוני כמה רבנים נהגו לכתוב זאת כאשר מזכירים חכם פלוני
"
4502, אוכלוסיית ,"אוכלוסיית כדור הארץ גדלה במהירות במאה השנים האחרונות
"
4503, מלך ,"אחרי ועידת שכם קרא המלך לגיוס כללי של כוחות הממלכה
"
4506, אי ,"אי לכך ניתן להשתמש בתמונה זו בערך החתול לאופולד בלבד
"
4507, אייזיק ,"אייזיק פיינגולד נשאר במקום כמנהל הנכסים עבור חברת קדם
"
4508, האם  הוא ,"איך אפשר לעזור לאותו משתמש והאם יתכן שהוא עדיין חסום
"
4509, מעוניין ,"אינך מעוניין שיהיה בפניהם מידע מפורט יותר על המתרחש
"
4510, תשובה ,"אינני טוען שעל השאלות האלה תתקבל בהכרח תשובה אחידה
"
4512, אלה ,"אלה דגלי המושבות הבריטיות לשעבר יוניון ג'ק עם רקע אדום
"
4513, ריאת ,"אם התכוונתם למשמעות אחרת ראו בריאת העולם פירושונים
"
4517, זה  לכן ,"אמרתי לי שזה מאוד מתאים לתיאור המשחק ולכן הוספתי אותם
"
4518, אני ,"אני לוקח תבנית משתמש סטנדרטית ולא יכול לשנות את תוכנה
"
4519, אני  רשימות ,"אני מאמין שבעתיד הלא רחוק יהפכו כל הרשימות לדבר דומה
"
4520, אני ,"אני מציע להוסיף הסבר זה בדף בוט ישובים לידיעת הויקיפדים
"
4522, הוא ,"אפשר להעביר אותו למרחב הערכים רק כשהוא תקין לכל דבר
"
4523, שגיאות ,"אשמח לביקורת עמיתים על פרק זה האם יש שגיאות עובדתיות
"
4524, אתה ,"אתה יכול לפתוח בקריירה צבאית וללמוד עוד על תשתיות טרור
"
4525, מידע  כתבת ,"באופן כללי המידע שכתבת לא נמחק אלא מופיע בגרסאות קודמות
"
4526, תקופה  הוא ,"באותה התקופה הוא הלחין גם את רביעיית המיתרים הראשונה שלו
"
4527, שנה  הציע  גאורג ,"באותה שנה הציע גאורג קנטור שיטה אחרת להשגת אותה מטרה
"
4529, כלל ,"בויקיפדיה האנגלית קיים כלל שפעם בכמה זמן מציעים אותו כאן
"
4531, ביוגרפיה  בניו ,"ביוגרפיה שומר נולד ברובע ברוקלין שבניו יורק למשפחה יהודית
"
4534, יש ,"במצב כזה מרגע שנחסם אינני רואה מדוע יש להסיר חסימתו
"
4535, מכירה ,"במקרים של ביקוש נמוך נמשכת המכירה גם לאחר סיום הבנייה
"
4538, מוזיקת ,"בנוסף משודרת מוזיקת פופ במיוחד בשעות הקטנות של הלילה
"
4540, ו ,"בקומה העליונה היו מספר חדרי מגורים ואולם כניסה מרווח
"
4541, פגיעה ,"בשלב זה לדעת השופטת אין בדבר משום פגיעה בזכויות יוצרים
"
4542, הוא ,"בשלוש שורות הוא מדווח לקורא שאכן אין כאן עניין אנציקלופדי
"
4543, או ,"בשלושת החלקים כמעט ואין סוגיות או שאלות בנושאי אורח חיים
"
4544, השתתף  הוא ,"בתחרות הראשונה שבה השתתף לאחר שחזר לגלוש הוא אף זכה
"
4545, האם  היא ,"בתחתית הדף ורציתי לדעת האם היא תקנית מבחינת ויקיפדיה
"
4546, ו ,"בתקופה בה שהו באוקראינה נהרגו אביה ושני אחיה מנו ויוסף
"
4547, עזר ,"גאורג שלעתים עזר לאביו בעבודתו בחר לעסוק בתחום אחר
"
4548, נצרות ,"גם מבחינה חזותית עוררה הנצרות הפרוטסטנטית מהפכה רבתי
"
4549, דוגמה  תבנית ,"דוגמה מאוד בולטת היא תבנית השכתוב עריכה שמופיעה בערך חתול
"
4550, האם  קישור ,"האם כל קישור בויקיפדיה הינו לגופים שאינם מסחריים בלבד
"
4551, אנציקלופדיה ,"האנציקלופדיה העברית כותבת "" נוימן "" וכך הוא ידוע בישראל
"
4552, הצעה ,"ההצעה היתה במזנון שנועד להצעות מעין אלו ולא בפרלמנט
"
4553, הוא  אחד ,"הוא אחד משני השמות העבריים המתחרים של השטח בו מדובר
"
4554, הוא ,"הוא יכול לתקשר עם אנשים אחרים במשחק בעזרת האינטרנט
"
4555, חומרים ,"החומרים המופיעים שם על פרופ' סמדר לביא הינם בגדר דיבה
"
4556, טענה  זה ,"הטענה היחידה היתה שזה מזיק פחות משימוש בחומרים אחרים
"
4557, ידיים  הן ,"הידיים מוצגות בגובה הבטן כשהן קרובות מאוד האחת לשנייה
"
4558, היפוך ,"היפוך הסדר תואם את סידור האישים בקטגוריות לפי שמות משפחה
"
4559, מעבר ,"המעבר ללוח הגרגוריאני לא שינה דבר מבחינת ברכת החמה
"
4560, מערכת ,"המערכת הפוליטית באירלנד מחולקת לשתי מערכות מקבילות
"
4561, מצב  סוגים ,"המצב הנוכחי הוא הסטטוס קוו כשיש לנו מפעילים מכל הסוגים
"
4562, משתמש  היותו ,"המשתמש הצהיר על היותו מומחה לנושא מסויים ועל כך הערתי
"
4563, נבחרת ,"הנבחרת מנוהלת על ידי התאחדות הכדורגל של אורוגוואי
"
4564, נבחרת ,"הנבחרת מנוהלת על ידי התאחדות הכדורגל של סינגפור
"
4565, נבחרת ,"הנבחרת מנוהלת על ידי התאחדות הכדורגל של סלובניה
"
4566, נבחרת ,"הנבחרת מנוהלת על ידי התאחדות הכדורגל של פרגוואי
"
4567, נבחרת ,"הנבחרת מנוהלת על ידי פדרציית הכדורגל של בוליביה
"
4568, נושא ,"הנושא זכה לדיון גם בפורומים ואתרים ערביים באינטרנט
"
4569, ניסוח  לקוי ,"הניסוח אולי לקוי אבל אי אפשר להסיר לחלוטין את הקשר
"
4571, סרט ,"הסרט זכה להצלחה אדירה ונחשב לסרט שפרסם את ג'ים קרי
"
4572, ערך ,"הערך יפנה לערכים מורחבים רבים ככל שנדרש ללא הגבלה
"
4573, הסבר ,"הפרעות חרדה שונות באופן ניכר בכך שאין להן הסבר הגיוני
"
4574, הצעה  יהיה ,"הצעה בעבר לפיה השם יהיה התיאור נדחתה על ידי הקהילה
"
4575, תבנית  ערך ,"התבנית הוסרה ע""י אלמוני לאחרונה למרות שהערך לא השתנה
"
4576, משפט ,"ובאופן כללי המשפט הראשון אינו שייך לערך מבחינה תוכנית
"
4578, כתובת ,"ולכן אם כתובת ממש צריכה להשתנות חייבים להשאיר הפניה
"
4579, זה ,"זה כולל גם ובמיוחד חדשים בתהליכי למידה של המערכת
"
4580, זהו ,"זהו תוכן אינפורמטיבי על חברה כמו שיש גוגל מיקרוסופט ועוד
"
4581, זירת ,"זירת הקרב מעל שמי בריטניה היוותה יתרון בכמה גורמים חשובים
"
4582, חיל ,"חיל הרגלים הכבד הרכיב את המסה העיקרית של הצבא בקרב
"
4583, חלב ,"חלב פרה הוא המשקה הלאומי של מדינת מינסוטה שבארצות הברית
"
4584, יונתן  אתה ,"יונתן תחשוב קצת יותר בפעם הבאה לפני שאתה כותב משהו
"
4585, יצרני ,"יצרני רכב מסוימים מייצרים נוזלי קירור לפי מפרט שלהם
"
4586, אתרי ,"יש אתרי פורומים רבים בהם ניתן לנסות לשנות את המציאות
"
4587, חומר  ערך ,"יש עליהם חומר בגוגל אפילו שבוויקיפדיה האנגלית אין ערך
"
4588, פרטים  פולמוס ,"ישנם פרטים שבהם התפתח פולמוס בין מילשטיין לבין אחרים
"
4589, הוא ,"כאן מדובר יותר על פילוסופים שהוא השפיע עליהם מבחינה מקצועית
"
4591, כדורי  בעל ,"כדורי הוא בעל תואר ראשון בחינוך עוסק בהנחיית הורים וילדים
"
4592, כולל ,"כולל שחקנים במאים מפיקים חברות הפקה ואתרי אינטרנט
"
4594, מוצב ,"כיום בפארק אשר ממוקם בקרבת ביתו דאז מוצב פסל בדמותו
"
